reference,country_name,hdi_category,indicator_name,values
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.2
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,15.7
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,6.0
,Colombia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.6
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,11.5
,Samoa,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.8
,Thailand,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.7
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.3
,Belize,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.6
,China,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,2.1
,Grenada,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.3
,Armenia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.0
,Turkey,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,2.6
,Suriname,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,4.5
,Jordan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,3.1
,Peru,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.0
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,3.3
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.6
,Philippines,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.7
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.6
,Fiji,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.1
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.8
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,4.0
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.5
,Georgia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,2.8
,Guyana,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.5
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,6.9
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.2
,Maldives,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.7
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,3.3
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.3
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.5
,Algeria,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,3.0
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.3
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.2
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,3.0
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,7.0
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.7
,Moldova,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,4.8
,Egypt,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.5
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,5.5
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,4.7
,Honduras,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.5
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,2.4
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.9
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.6
,Gabon,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,6.4
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.5
,South Africa,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,9.1
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,3.7
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.6
,Botswana,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.7
,Namibia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.0
,Morocco,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.0
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.3
,India,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.8
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.5
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,(.)
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Comoros,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Ghana,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.3
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.6
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.3
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.5
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.5
,Nepal,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,(.)
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.7
,Haiti,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Sudan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.2
,Kenya,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.3
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.0
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,1.6
,Togo,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.2
,Yemen,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.9
,Uganda,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,(.)
,Gambia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.2
,Senegal,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.4
,Eritrea,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,..
,Nigeria,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.5
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Guinea,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.2
,Rwanda,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Angola,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.5
,Benin,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Malawi,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Zambia,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.3
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.5
,Burundi,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,(.)
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Ethiopia,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,0.1
,Chad,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_1990,(.)
,Central African Republic,,Per capita (t CO2)_1990,0.1
,Mozambique,,Per capita (t CO2)_1990,0.1
,Mali,,Per capita (t CO2)_1990,(.)
,Niger,,Per capita (t CO2)_1990,0.1
,Guinea-Bissau,,Per capita (t CO2)_1990,0.2
,Burkina Faso,,Per capita (t CO2)_1990,0.1
,Sierra Leone,,Per capita (t CO2)_1990,0.1
,Iceland,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,7.6
,Norway,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,19.1
,Australia,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,16.2
,Canada,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,20.0
,Ireland,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,10.5
,Sweden,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.9
,Switzerland,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.4
,Japan,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,9.9
,Netherlands,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,8.7
,France,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,6.0
,Finland,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,12.6
,United States,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,20.6
,Spain,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,7.6
,Denmark,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,9.8
,Austria,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,8.6
,United Kingdom,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,9.8
,Belgium,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,9.7
,Luxembourg,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,25.0
,New Zealand,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,7.7
,Italy,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,7.8
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.5
,Germany,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,9.8
,Israel,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,10.4
,Greece,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,8.8
,Singapore,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,12.3
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,9.7
,Slovenia,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,8.1
,Cyprus,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,9.2
,Portugal,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.6
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,24.0
,Barbados,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,4.7
,Czech Republic,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,11.4
,Kuwait,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,37.1
,Malta,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,6.1
,Qatar,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,79.3
,Hungary,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.6
,Poland,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,8.0
,Argentina,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,3.7
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,34.1
,Chile,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,3.9
,Bahrain,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,23.9
,Slovakia,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,6.7
,Lithuania,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,3.8
,Estonia,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,14.0
,Latvia,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,3.0
,Uruguay,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.6
,Croatia,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.3
,Costa Rica,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.5
,Bahamas,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,6.7
,Seychelles,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,6.7
,Cuba,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.3
,Mexico,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,4.2
,Bulgaria,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.5
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,3.2
,Tonga,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.1
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,9.3
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,6.0
,Oman,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,13.6
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,24.9
,Romania,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,4.2
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,13.6
,Panama,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.8
,Malaysia,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,7.5
,Belarus,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,6.6
,Mauritius,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.6
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,4.0
,Russian Federation,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,10.6
,Albania,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.2
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.1
,Brazil,HIGH HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.8
,Dominica,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.5
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.2
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,13.3
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,6.6
,Colombia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.2
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,7.0
,Samoa,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.8
,Thailand,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,4.2
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.2
,Belize,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.9
,China,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,3.8
,Grenada,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.7
,Armenia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.2
,Turkey,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,3.2
,Suriname,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.2
,Jordan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.9
,Peru,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.1
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,4.2
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.2
,Philippines,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.0
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.3
,Fiji,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.2
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.7
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,6.4
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.7
,Georgia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.8
,Guyana,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.9
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,3.8
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.6
,Maldives,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.5
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,4.0
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.7
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.9
,Algeria,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.5
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.2
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.2
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.7
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,3.8
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,8.8
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.7
,Moldova,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.8
,Egypt,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.3
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,5.3
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,3.1
,Honduras,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.1
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.1
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.8
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.0
,Gabon,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.0
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.4
,South Africa,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,9.8
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.8
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.5
,Botswana,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,2.4
,Namibia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.2
,Morocco,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.4
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,10.5
,India,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.2
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.3
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.2
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,(.)
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.2
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.2
,Comoros,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.1
,Ghana,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.3
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.8
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.8
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.0
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.3
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.8
,Nepal,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.1
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.1
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.3
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.4
,Haiti,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.2
,Sudan,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.3
,Kenya,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.3
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.5
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.2
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.8
,Togo,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.4
,Yemen,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,1.0
,Uganda,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.1
,Gambia,MEDIUM HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.2
,Senegal,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.4
,Eritrea,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.2
,Nigeria,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.9
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.1
,Guinea,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.1
,Rwanda,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.1
,Angola,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.7
,Benin,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.3
,Malawi,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.1
,Zambia,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.2
,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.3
,Burundi,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,(.)
,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,(.)
,Ethiopia,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.1
,Chad,LOW HUMAN DEVELOPMENT,Per capita (t CO2)_2004,0.0
,Central African Republic,,Per capita (t CO2)_2004,0.1
,Mozambique,,Per capita (t CO2)_2004,0.1
,Mali,,Per capita (t CO2)_2004,(.)
,Niger,,Per capita (t CO2)_2004,0.1
,Guinea-Bissau,,Per capita (t CO2)_2004,0.2
,Burkina Faso,,Per capita (t CO2)_2004,0.1
,Sierra Leone,,Per capita (t CO2)_2004,0.2
,Iceland,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,0.93
,Norway,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.54
,Australia,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,3.18
,Canada,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.99
,Ireland,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.94
,Sweden,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.04
,Switzerland,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.71
,Japan,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.40
,Netherlands,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.11
,France,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.60
,Finland,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.76
,United States,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.50
,Spain,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.33
,Denmark,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.78
,Austria,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.30
,United Kingdom,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.73
,Belgium,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.05
,Luxembourg,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.77
,New Zealand,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,1.65
,Italy,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.63
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.46
,Germany,HIGH HUMAN DEVELOPMENT,Carbon intensity of energy (kt of CO2 per kt of oil equivalent)_1990,2.75
